MEDIUM_MEDIENINHABER,medium,RECHTSTRÄGER,LEERMELDUNG,QUARTAL,bekanntgabe_description,year,BEKANNTGABE,id,EURO
ORF Radio Vorarlberg,ORF,Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1743,9750.0
Institutional Money,Institutional Money,Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1744,6292.6
Weekend,Weekend Magazin,Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1745,5486.0
Oberösterreichische Nachrichten,OÖNachrichten,Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1746,5569.25
Kleine Zeitung,Kleine Zeitung,Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1747,10950.0
Vorarlberger Nachrichten,Vorarlberger Nachrichten,Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1748,41316.88
World Finance,World Finance,Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1749,12506.26
www.vol.at,www.vol.at,Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1750,13056.0
Wein & Co Zeitung,Wein & Co,Weingut Stadt Krems GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1751,5500.0
Bezirksrundschau OÖ,Bezirksrundschau OÖ,Wels Marketing & Touristik GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1752,7718.11
Krone OÖ,Krone,Wels Marketing & Touristik GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1753,9620.48
Infoscreen,Infoscreen,WH Medien GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1754,18708.0
Manstein Verlag,Manstein Verlag,WH Medien GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1755,5035.5
Österreich,Österreich,WIEN ENERGIE Gasnetz GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1756,15308.49
Installateur,Installateur,WIEN ENERGIE Gasnetz GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1757,7670.4
Pro Umwelt,Pro Umwelt,WIEN ENERGIE Gasnetz GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1758,5083.0
energie:bau,Energie,WIEN ENERGIE Gasnetz GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1759,6736.62
haustec.cc,haustec.cc,WIEN ENERGIE Gasnetz GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1760,7666.65
24 Stunden für Wien,24 Stunden für Wien,WIEN ENERGIE Gasnetz GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1761,41858.4
Krone,Krone,WIEN ENERGIE Gasnetz GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1762,17168.0
Herold.at,Herold,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1763,12750.26
Kurier.at,Kurier,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1764,12495.0
vienna.at,www.vienna.at,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1765,16999.97
Go TV,GoTV,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1766,8350.62
Telekommunikations & IT Report,Telekommunikations & IT Report,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1767,5355.0
Medianet,Medianet,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1768,7800.0
asklubo.com,asklubo.com,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1769,15300.0
Puls4,Puls 4,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1770,7500.0
Energie,Energie,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1771,26300.0
24 Stunden für Wien,24 Stunden für Wien,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1772,83716.8
Bio Magazin,Bio Magazin,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1773,5100.0
Woman,Woman,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1774,8560.95
Wirtschaftsblatt,Wirtschaftsblatt,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1775,5673.75
Wienerin,Wienerin,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1776,6863.75
Wiener,Wiener,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1777,11256.56
TV Media,TV-media,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1778,8901.12
Trend,Trend,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1779,6967.82
Standard,Der Standard,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1780,26300.47
Sportmagazin,Sportmagazin,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1781,7145.53
Seitenblicke,ORF,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1782,7012.5
Profil,Profil,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1783,7591.46
Presse,Die Presse,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1784,7821.79
Österreich,Österreich,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1785,22600.43
News,News,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1786,9008.84
meinwienheute.at,meinwienheute.at,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1787,7650.0
Madonna,Madonna,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1788,7832.3
Kurier,Kurier,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1789,28245.4
Krone,Krone,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1790,34882.4
Heute,Heute,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1791,37999.22
rapid.at,rapid.at,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1792,41600.0
ORF1,ORF,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1793,6000.0
ATV,ATV,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1794,7500.0
ORF2,ORF,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1795,11875.0
SK Rapid Wien Stadionzeitung,SK Rapid Wien Stadionzeitung,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1796,9050.0
facebook.com,Facebook,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1797,7387.29
Rapid Magazin,SK Rapid Wien Stadionzeitung,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1798,7600.0
kriminacht.at,www.kriminacht.at,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1799,14600.0
derstandard.at,Der Standard,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1800,22695.0
diepresse.com,Die Presse,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1801,12495.0
Format,Format,WIEN ENERGIE GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1802,5777.22
24 Stunden für Wien,24 Stunden für Wien,WIEN ENERGIE Stromnetz GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1803,44832.47
Wien Live,wienlive,WIEN ENERGIE Vertrieb GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1804,15500.0
Wiener Wirtschaft,Wiener Wirtschaft,WIEN ENERGIE Vertrieb GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1805,5171.4
Wirtschaftsnachrichten,Wirtschaftsnachrichten Süd,WIEN ENERGIE Vertrieb GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1806,5083.0
Avida,Avida,WIEN ENERGIE Vertrieb GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1807,8992.5
VOR Magazin,Vormagazin,WIEN ENERGIE Vertrieb GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1808,12000.0
facebook.com,Facebook,WIEN ENERGIE Vertrieb GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1809,28500.09
Kurier,Kurier,WIEN ENERGIE Vertrieb GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1810,28616.0
Falter,Falter,WIEN ENERGIE Vertrieb GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1811,9265.0
Ö. Bauernzeitung gesamt,Österr. Bauernzeitung,WIEN ENERGIE Vertrieb GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1812,9174.69
Der Winzer,Der Winzer,WIEN ENERGIE Vertrieb GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1813,8405.65
Blick ins Land,Blick ins Land,WIEN ENERGIE Vertrieb GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1814,7990.0
Energie,Energie,WIEN ENERGIE Vertrieb GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1815,26200.0
a3 Eco,a3ECO,WIEN ENERGIE Vertrieb GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1816,16447.5
Bezirksblatt,Bezirksblätter,WIEN ENERGIE Vertrieb GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1817,32000.0
Die Wirtschaft,Die Wirtschaft,WIEN ENERGIE Vertrieb GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1818,7148.5
Kommunal,Kommunal,WIEN ENERGIE Vertrieb GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1819,6990.0
TGA,TGA,WIEN ENERGIE Vertrieb GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1820,5950.0
Kronen Zeitung,Krone,Wien Holding GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1821,5097.96
BESTSELLER,Bestseller,Wien Holding GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1822,9994.6
Die Presse,Die Presse,Wien Holding GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1823,6810.88
Österreich,Österreich,Wien Holding GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1824,7953.73
Das Wiener Bezirksblatt (alle Bezirke),Bezirksblätter,Wien Holding GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1825,7000.0
ExtraDienst,ExtraDienst,Wien Holding GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1826,9000.0
Kurier,Kurier,Wien Holding GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1827,10684.16
FM,FM,Wien Holding GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1828,9000.0
Wirtschaftsnachrichten Donauraum,Wirtschaftsnachrichten Donauraum,Wien Holding GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1829,7960.0
VOR Magazin,Vormagazin,Wiener Gesundheitsförderung gemeinnützige GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1830,6703.0
Radio Arabella 92.9 - Wien,Arabella,Wiener Gesundheitsförderung gemeinnützige GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1831,6000.0
W24,W24,Wiener Gesundheitsförderung gemeinnützige GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1832,9800.0
Radio Wien,Radio Wien,Wiener Gesundheitsförderung gemeinnützige GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1833,8400.0
Logistik Kurier Sonderbeilage,Kurier,"Wiener Hafen, GmbH & Co KG",0,20123,Werbeaufträge und Medienkooperationen,2012,2,1834,5100.0
Presse,Die Presse,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1835,9753.03
Skylines,Sky Lines,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1836,9175.76
TV Media,TV-media,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1837,8901.12
Freizeit,Freizeit,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1838,9320.25
Enjoy Vienna,Enjoy Vienna,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1839,9690.0
Business Travel,Business Travel,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1840,7348.26
Österreich,Österreich,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1841,6860.85
Diners Club Air Plus,Diners Club Air Plus,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1842,6381.38
24 Stunden für Wien,24 Stunden für Wien,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1843,220000.0
Standard,Der Standard,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1844,9600.59
planet.tt,planet.tt,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1845,10000.0
Planet Music,Planet Music,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1846,9900.0
Planet-TV/Gasometer,planet.tt,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1847,30000.0
facebook.com,Facebook,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1848,5687.5
ORF2,ORF,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1849,8750.0
Wiener Stadthalle Programmheft,Wiener Stadthalle Programmheft,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1850,20000.0
Wiener Stadthalle TV,Wiener Stadthalle Programmheft,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1851,6250.0
Waves Festival Planner,Waves Festival Planner,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1852,7800.0
Bezirksblatt,Bezirksblätter,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1853,16000.0
Bezirkszeitung,Wiener Bezirkszeitung,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1854,16148.16
derstandard.at,Der Standard,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1855,9123.0
Heute,Heute,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1856,42746.7
Kurier,Kurier,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1857,18243.13
Krone,Krone,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1858,34709.0
News,News,WIENER LINIEN GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1859,9008.84
MuseumsQuartier Wien E+B GesmbH,MuseumsQuartier Wien,WIENER STADTWERKE Holding AG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1860,21497.0
Format,Format,WIENER STADTWERKE Holding AG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1861,5777.22
Wien Museum,Wien Museum,WIENER STADTWERKE Holding AG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1862,19825.0
Radio Hamburg(DE),Radio Hamburg,Wiener Tourismusverband,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1863,10014.2
vangardist.com(AT),vangardist.com,Wiener Tourismusverband,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1864,5101.0
washingtonpost.com(US),Washington Post,Wiener Tourismusverband,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1865,11647.0
weather.com(US),weather.com,Wiener Tourismusverband,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1866,11075.5
www.ab-in-den-urlaub.de(DE),www.ab-in-den-urlaub.de,Wiener Tourismusverband,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1867,10500.0
youtube.com(US),Google,Wiener Tourismusverband,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1868,6002.73
AERA (JP),AERA,Wiener Tourismusverband,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1869,14744.08
Arukikata.co.jp (super banner segment) (JP),Arukikata.co.jp,Wiener Tourismusverband,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1870,6129.3
ORBITZ.com(US),ORBITZ.com,Wiener Tourismusverband,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1871,11090.08
hotele.pl(PL),hotele.pl,Wiener Tourismusverband,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1872,9090.0
Hamburger Abendblatt Hauptausgabe(DE),Hamburger Abendblatt,Wiener Tourismusverband,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1873,12877.1
Hamburg 1 TV(DE),Hamburg 1 TV,Wiener Tourismusverband,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1874,16660.23
google.ru(RU),Google,Wiener Tourismusverband,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1875,5027.32
google.de(DE),Google,Wiener Tourismusverband,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1876,7735.79
Google.com(US),Google,Wiener Tourismusverband,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1877,5027.32
expedia.nl(NL),expedia,Wiener Tourismusverband,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1878,9000.0
CONVENE(US),Convene,Wiener Tourismusverband,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1879,6095.78
BBC.com(US),BBC,Wiener Tourismusverband,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1880,12147.15
Asahi Shimbun (TZ)(JP),Asahi Shimbun,Wiener Tourismusverband,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1881,44232.29
Radio Oldie 95(DE),Radio Oldie 95(DE),Wiener Tourismusverband,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1882,5483.7
Süddeutsche Zeitung(DE),Süddeutsche Zeitung,Wiener Tourismusverband,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1883,6500.8
ORF 1,ORF,Wiener Zeitung GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1884,40800.0
Infoscreen,Infoscreen,Wiener Zeitung GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1885,18322.49
Euro-Gewinn,Euro-Gewinn,Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1886,39188.83
Derstandard.at,Der Standard,Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1887,9482.84
Deutsches Handelsblatt,Deutsches Handelsblatt,Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1888,6500.0
Die Welt,Die Welt,Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1889,5800.0
Diepresse.com,Die Presse,Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1890,7483.24
Skyline,Sky Lines,Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1891,5545.0
Kurier.at,Kurier,Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1892,11524.0
Der Standard,Der Standard,Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1893,9198.0
BVZ,BVZ Burgenländische Volkszeitung,Wirtschaftskammer Burgenland,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1894,9383.85
ORF2,ORF,Wirtschaftskammer Burgenland,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1895,7136.42
advantage,advantage,Wirtschaftskammer Kärnten,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1896,7821.4
Kronen Zeitung,Krone,Wirtschaftskammer Kärnten,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1897,9000.0
Radio Kärnten,Radio Kärnten,"Wirtschaftskammer Kärnten, Fachgruppe Abfall- und Abwasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,1898,11000.0
Kleine Zeitung,Kleine Zeitung,"Wirtschaftskammer Kärnten, Fachgruppe Fahrzeughandel",0,20123,Werbeaufträge und Medienkooperationen,2012,2,1899,14643.2
Antenne Kärnten,Antenne Kärnten,"Wirtschaftskammer Kärnten, Fachgruppe Versicherungsagenten",0,20123,Werbeaufträge und Medienkooperationen,2012,2,1900,8000.0
Radio Kärnten,Radio Kärnten,"Wirtschaftskammer Kärnten, Fachgruppe Versicherungsmakler und Berater in Versicherungsangelegenheiten",0,20123,Werbeaufträge und Medienkooperationen,2012,2,1901,13502.78
HIT FM,HiT FM NÖ Süd Radiobetriebsges.m.b.H.,Wirtschaftskammer Niederösterreich,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1902,12278.5
Kurier,Kurier,Wirtschaftskammer Niederösterreich,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1903,82268.18
Bezirksblätter,Bezirksblätter,Wirtschaftskammer Niederösterreich,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1904,14198.26
Heute,Heute,Wirtschaftskammer Niederösterreich,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1905,7178.1
